Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Steve Lofton,18,1,18,0,0,0,18,0,0
Mitchell Price,18,8,144,0,3,0,23,0,0
Terry Obee,17.7,9,159,0,3,0,34,0,0
Harvey Williams,17.7,3,53,0,1,0,26,0,0
John Stephens,17.6,5,88,0,3,0,25,0,1
Jeff Sydner,17.6,9,158,0,2,0,36,0,2
Jon Vaughn,17.5,16,280,0,5,0,31,0,1
Fred Jones,17.3,9,156,0,4,0,29,0,1
Willie Clay,17,2,34,0,1,0,20,0,0
Rodney Culver,17,3,51,0,2,0,20,0,0
Anthony Edwards,17,3,51,0,1,0,20,0,0
Dalton Hilliard,17,1,17,0,0,0,17,0,1
Adam Walker,17,3,51,0,1,0,30,0,0
Dave Meggett,16.8,24,403,0,5,0,35,1,1
Herschel Walker,16.7,11,184,0,4,0,30,0,1
Alexander Wright,16.7,10,167,0,3,0,28,0,0
Deral Boykin,16.6,13,216,0,3,0,29,0,1
Richie Anderson,16.5,4,66,0,2,0,22,0,1
Ostell Miles,16.2,4,65,0,1,0,24,0,0
Troy Brown,16.2,15,243,0,5,0,29,0,2
Don Beebe,16,10,160,0,2,0,22,0,0
Scottie Graham,16,1,16,0,0,0,16,0,0
Todd Kinchen,16,6,96,0,2,0,22,0,1
Amp Lee,16,10,160,0,3,0,28,0,0
Erric Pegram,15.8,4,63,0,1,0,28,0,0
Eric Bieniemy,15.7,7,110,0,0,0,18,0,0
Robert Green,15.7,9,141,0,3,0,30,0,0
Glyn Milburn,15.7,12,188,0,3,0,26,0,1
Gary Anderson,15.5,15,232,0,3,0,24,0,1
Dwight Stone,15.3,11,168,0,2,0,30,0,1
Russell White,15.2,8,122,0,1,0,35,0,0
Jason Buck,15,1,15,0,0,0,15,0,0
Ronnie Harris,15,6,90,0,0,0,19,0,0
Adrian Murrell,14.9,23,342,0,5,0,23,0,4
Chris Calloway,14.8,6,89,0,1,0,21,0,0
Andre Hastings,14.8,12,177,0,2,0,22,0,0
Terance Mathis,14.6,7,102,0,1,0,28,0,0
Gary Brown,14.5,2,29,0,0,0,16,0,0
Ricky Ervins,14.5,2,29,0,0,0,18,0,0
Tommy Vardell,14.5,4,58,0,0,0,16,0,0
Robert Claiborne,14.2,4,57,0,1,0,33,0,0
Greg Robinson,14.2,4,57,0,2,0,33,0,1
Anthony Prior,14,9,126,0,3,0,27,0,0
Robert Smith,13.7,3,41,0,0,0,16,0,0
Vince Workman,13.4,5,67,0,0,0,19,0,0
Rico Smith,13,1,13,0,0,0,13,0,0
Mazio Royster,12.8,8,102,0,2,0,26,0,0
Kelvin Martin,12.7,3,38,0,0,0,15,0,0
Kenneth Davis,12.5,8,100,0,0,0,18,0,0
Steve Hendrickson,12.5,2,25,0,0,0,13,0,0
Pat Coleman,12.3,3,37,0,0,0,16,0,0
Reggie Brooks,12,1,12,0,0,0,12,0,0
Craig Heyward,12,1,12,0,0,0,12,0,0
Robert Jones,12,1,12,0,0,0,12,0,0
Napoleon McCallum,12,1,12,0,0,0,12,0,0
Vaughn Hebron,11.7,3,35,0,0,0,18,0,0
Kerry Cash,11,1,11,0,0,0,11,0,0
Roger Craig,11,1,11,0,0,0,11,0,0
Chuck Evans,11,1,11,0,0,0,11,0,0
Ty Hallock,11,1,11,0,0,0,11,0,0
Merril Hoge,11,3,33,0,0,0,15,0,0
John Jurkovic,11,2,22,0,0,0,13,0,0
Natrone Means,11,2,22,0,0,0,14,0,0
Scott Miller,11,2,22,0,0,0,16,0,0
Lance Smith,11,1,11,0,0,0,11,0,0
John Brandes,10,1,10,0,0,0,10,0,1
Irving Fryar,10,1,10,0,0,0,10,0,0
Scott Radecic,10,1,10,0,0,0,10,0,0
Natu Tuatagaloa,10,1,10,0,0,0,10,0,0
Nate Turner,10,1,10,0,0,0,10,0,0
Bob Meeks,9,1,9,0,0,0,9,0,0
Ronald Moore,9,1,9,0,0,0,9,0,0
Todd Peat,9,2,18,0,0,0,10,0,0
Marv Cook,8,1,8,0,0,0,8,0,0
Albert Fontenot,8,1,8,0,0,0,8,0,0
Howard Cross,7.5,2,15,0,0,0,13,0,0
Kevin Smith,7.5,2,15,0,0,0,8,0,0
Greg Baty,7,1,7,0,0,0,7,0,0
Chad Hennings,7,1,7,0,0,0,7,0,0
Maurice Johnson,7,1,7,0,0,0,7,0,0
Mike Ruether,7,1,7,0,0,0,7,0,0
James Saxon,7,1,7,0,0,0,7,0,0
Tim Ryan,5,1,5,0,0,0,5,0,0
Jack Del Rio,4,1,4,0,0,0,4,0,0
Adrian Cooper,2,1,2,0,0,0,2,0,0
Paul Butcher,1,2,2,0,0,0,2,0,0
Mark Chmura,0,1,0,0,0,0,0,0,1
George Jamison,0,1,0,0,0,0,0,0,0
Larry Kelm,0,1,0,0,0,0,0,0,0
Brian Kinchen,0,1,0,0,0,0,0,0,0
John Mangum,0,1,0,0,0,0,0,0,0
Lonnie Marts,0,1,0,0,0,0,0,0,0
Audray McMillian,0,1,0,0,0,0,0,0,0
Dwayne Sabb,0,2,0,0,0,0,0,0,0
Troy Sadowski,0,1,0,0,0,0,0,0,0
Shannon Sharpe,0,1,0,0,0,0,0,0,0
Dan Turk,0,1,0,0,0,0,0,0,0
Jay Novacek,-1,1,-1,0,0,0,-1,0,0
Troy Drayton,-15,1,-15,0,0,0,-15,0,1
