Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Mike Tomczak,398,7.4,54,29,53.7,2,5,51.3,15,27.8,5,0,39,7,43
Chris Miller,345,5.2,66,32,48.5,1,3,50.4,15,22.7,5,0,32,8,62
Steve Walsh,271,7.1,38,20,52.6,2,3,60.3,11,29,2,2,54,0,0
Andre Ware,271,6,45,20,44.4,1,2,53.1,12,26.7,4,2,47,7,20
Peter Tom Willis,268,4.5,60,30,50,0,5,27.6,15,25,2,0,29,5,20
Frank Reich,153,5.9,26,16,61.5,2,0,103.5,7,26.9,2,0,30,6,47
Don Majkowski,105,4.4,24,13,54.2,0,1,48.1,5,20.8,0,0,17,1,5
Kent Graham,79,3.6,22,8,36.4,0,0,47.4,4,18.2,0,0,18,3,28
Browning Nagle,71,5.1,14,6,42.9,0,0,58.9,3,21.4,0,0,18,3,21
Dave Meggett,63,31.5,2,2,100,2,0,158.3,2,100,2,1,42,0,0
Erik Wilhelm,63,10.5,6,4,66.7,0,0,101.4,2,33.3,2,0,27,0,0
Jason Garrett,61,3.2,19,9,47.4,0,0,54.9,1,5.3,0,0,16,1,6
Bucky Richardson,55,13.8,4,3,75,0,0,116.7,2,50,1,0,34,1,8
Casey Weldon,55,5,11,6,54.6,0,1,30.5,2,18.2,1,0,20,1,11
Brian Mitchell,50,25,2,1,50,0,1,56.2,1,50,1,1,50,0,0
Alvin Harper,46,46,1,1,100,0,0,118.8,1,100,1,1,46,0,0
Doug Pederson,41,5.1,8,4,50,0,0,65.1,3,37.5,0,0,12,1,4
John Taylor,41,41,1,1,100,0,0,118.8,1,100,1,1,41,0,0
Stan Gelbaugh,39,7.8,5,3,60,0,1,45,1,20,1,0,22,1,7
Arthur Marshall,30,30,1,1,100,1,0,158.3,1,100,1,0,30,0,0
Ty Detmer,26,5.2,5,3,60,0,0,73.8,1,20,1,0,25,0,0
Michael Jackson,25,25,1,1,100,0,0,118.8,1,100,1,0,25,0,0
Dan McGwire,24,4.8,5,3,60,1,0,111.7,1,20,0,0,17,0,0
Mike Pagel,23,2.6,9,3,33.3,0,1,2.8,1,11.1,0,0,10,0,0
Keith Byars,11,5.5,2,1,50,1,0,106.2,1,50,0,0,11,0,0
Cleveland Gary,8,8,1,1,100,0,0,100,0,0,0,0,8,0,0
Tommy Barnhardt,7,7,1,1,100,0,0,95.8,1,100,0,0,7,0,0
Matt Blundin,2,0.7,3,1,33.3,0,0,42.4,0,0,0,0,2,0,0
Tommy Maddox,1,1,1,1,100,1,0,118.8,1,100,0,0,1,0,0
Sterling Sharpe,1,1,1,1,100,0,0,79.2,0,0,0,0,1,0,0
Louie Aguiar,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Kimble Anders,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Neal Anderson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Chris Gardocki,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Garrison Hearst,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Leroy Hoard,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Anthony Johnson,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Lee Johnson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Natrone Means,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dave Moore,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Carl Pickens,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Deion Sanders,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Thurman Thomas,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Kevin Turner,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Rick Tuten,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Herschel Walker,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
John L. Williams,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Scott Zolak,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
