Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Archie Manning,880,6.7,132,67,50.8,6,8,62.1,39,29.6,13,2,54,29,234
Steve Fuller,665,7.2,93,49,52.7,3,2,77.6,28,30.1,12,1,51,17,143
Bert Jones,527,6.1,87,48,55.2,2,4,61.8,22,25.3,5,2,51,8,72
Dave Krieg,501,6.4,78,49,62.8,2,2,79.1,20,25.6,4,2,44,16,117
Matt Cavanaugh,490,8.2,60,27,45,5,5,66.7,17,28.3,11,2,75,7,86
Mark Herrmann,421,7,60,32,53.3,1,4,53.5,22,36.7,6,0,39,4,48
Eric Hipple,411,4.8,86,36,41.9,2,4,45.2,19,22.1,7,1,52,11,97
Don Strock,306,5.6,55,30,54.6,2,5,45,17,30.9,3,1,43,1,5
David Whitehurst,235,5,47,18,38.3,0,1,46,12,25.5,1,0,22,7,43
Jim Hart,199,6,33,19,57.6,1,0,85.3,12,36.4,2,0,22,0,0
Art Schlichter,197,5.3,37,17,46,0,2,40,10,27,1,0,24,3,35
Craig Morton,193,7.4,26,18,69.2,0,3,51.1,7,26.9,2,0,20,3,19
Guido Merkens,186,3.8,49,18,36.7,1,2,38.3,8,16.3,2,0,37,8,49
Cliff Stoudt,154,4.4,35,14,40,0,5,14.2,8,22.9,2,0,24,1,8
Pat Ryan,146,8.1,18,12,66.7,2,1,105.3,9,50,1,0,20,0,0
David Humm,130,5.6,23,13,56.5,0,1,54.6,7,30.4,2,0,23,1,10
Vince Evans,125,4.5,28,12,42.9,0,4,16.8,6,21.4,0,0,19,2,17
Mike Moroski,87,6.7,13,10,76.9,1,0,119.7,5,38.5,0,0,15,4,31
Bob Avellini,84,4.2,20,8,40,0,0,52.9,4,20,1,0,21,4,31
Chuck Muncie,83,27.7,3,2,66.7,2,0,149.3,2,66.7,1,1,66,0,0
Matt Robinson,74,9.2,8,5,62.5,1,0,132.3,4,50,2,0,31,1,10
Steve Dils,68,2.6,26,11,42.3,0,0,49.8,3,11.5,0,0,12,1,8
Ed Luther,55,13.8,4,2,50,0,1,56.2,1,25,1,1,55,0,0
Marcus Allen,47,11.8,4,1,25,0,0,76,1,25,1,1,47,0,0
Russ Francis,45,45,1,1,100,0,0,118.8,1,100,1,1,45,0,0
Gary Hogeboom,45,5.6,8,3,37.5,0,1,17.2,2,25,1,0,26,0,0
James Lofton,43,43,1,1,100,0,0,118.8,1,100,1,1,43,0,0
Russell Erxleben,39,19.5,2,1,50,1,0,135.4,1,50,1,0,39,0,0
Walter Payton,39,13,3,1,33.3,1,0,121.5,1,33.3,1,0,39,0,0
Joe Washington,35,35,1,1,100,0,0,118.8,1,100,1,0,35,0,0
Norm Johnson,27,27,1,1,100,0,0,118.8,1,100,1,0,27,0,0
Drew Pearson,26,13,2,1,50,0,1,56.2,1,50,1,0,26,0,0
Joe Pisarcik,24,24,1,1,100,0,0,118.8,1,100,1,0,24,0,0
Tony Nathan,15,7.5,2,1,50,1,0,114.6,1,50,0,0,15,0,0
Guy Benjamin,10,10,1,1,100,0,0,108.3,0,0,0,0,10,0,0
Willard Harrell,10,10,1,1,100,0,0,108.3,0,0,0,0,10,0,0
Bob Gagliano,7,7,1,1,100,0,0,95.8,0,0,0,0,7,0,0
Turk Schonert,6,6,1,1,100,0,0,91.7,0,0,0,0,6,1,8
Mike Wood,5,5,1,1,100,1,0,127.1,1,100,0,0,5,0,0
Marc Wilson,4,2,2,1,50,0,0,56.2,1,50,0,0,4,0,0
William Andrews,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Brian Baschnagel,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Earl Campbell,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Joe Cribbs,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Tony Dorsett,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Tom Flick,0,0,5,0,0,0,0,39.6,0,0,0,0,0,0,0
Louie Giammona,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jerry Golsteyn,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Roy Green,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,9
Mike Guman,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Eddie Hill,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jack Holmes,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Eddie Lee Ivery,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jim Jensen,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Eric Lane,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Henry Marshall,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Tracy Porter,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Tom Skladany,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Sherman Smith,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Rohn Stark,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Rick Upchurch,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Gerald Willhite,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Kellen Winslow,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
