Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Marcus Gilchrist,15.3,3,46,0,1,0,20,0,0
Henry Hynoski,15,1,15,0,0,0,15,0,0
Jeremy Kerley,15,1,15,0,0,0,15,0,0
Maurice Morris,15,1,15,0,0,0,15,0,0
Niles Paul,15,1,15,0,0,0,15,0,0
Mike Sellers,15,1,15,0,0,0,15,0,0
Pierre Thomas,15,1,15,0,0,0,15,0,0
John Conner,14.5,2,29,0,0,0,18,0,0
Vonta Leach,14.5,2,29,0,0,0,15,0,0
Ronnie Brown,14,2,28,0,1,0,25,0,0
Lex Hilliard,14,1,14,0,0,0,14,0,0
Montell Owens,13,1,13,0,0,0,13,0,0
John Phillips,13,2,26,0,0,0,16,0,0
Kory Sperry,13,1,13,0,0,0,13,0,0
Dezmon Briscoe,12,1,12,0,0,0,12,0,0
Mike Caussin,12,1,12,0,0,0,12,0,0
Terrance Copper,12,1,12,0,0,0,12,0,0
Armanti Edwards,11.7,3,35,0,0,0,17,0,0
Owen Marecic,11.5,4,46,0,0,0,13,0,0
Tom Crabtree,11,1,11,0,0,0,11,0,0
Justin Forsett,11,1,11,0,0,0,11,0,0
Rob Gronkowski,11,1,11,0,0,0,11,0,0
Dominique Byrd,10,1,10,0,0,0,10,0,0
Mewelde Moore,10,1,10,0,0,0,10,0,0
Rob Ninkovich,10,1,10,0,0,0,10,0,0
Cedric Peerman,10,1,10,0,0,0,10,0,0
Eugene Sims,10,1,10,0,0,0,10,0,0
Lance Ball,9,1,9,0,0,0,9,0,0
Earl Bennett,9,1,9,0,0,0,9,0,0
Tyler Clutts,9,1,9,0,0,0,9,0,0
Charles Woodson,9,1,9,0,0,0,9,0,0
D.J. Ware,8.5,2,17,0,0,0,17,0,0
Haruki Nakamura,8,1,8,0,0,0,8,0,0
Jed Collins,7,1,7,0,0,0,7,0,0
Everson Griffen,7,1,7,0,0,0,7,0,0
DeSean Jackson,7,1,7,0,0,0,7,0,0
Matt Spaeth,7,2,14,0,0,0,7,0,0
Ryan D'Imperio,6,1,6,0,0,0,6,0,0
Andre Fluellen,6,1,6,0,0,0,6,0,0
Rock Cartwright,5,3,15,0,0,0,14,0,0
Allen Bailey,4,1,4,0,0,0,4,0,0
Nate Clements,4,1,4,0,0,0,4,0,1
Logan Paulsen,3.5,2,7,0,0,0,7,0,0
Darrelle Revis,3,1,3,0,0,0,3,0,0
Donald Driver,2.5,2,5,0,0,0,5,0,0
Kyle Adams,0,1,0,0,0,0,0,0,0
Davone Bess,0,1,0,0,0,0,0,0,0
James Casey,0,1,0,0,0,0,0,0,0
Tim Crowder,0,1,0,0,0,0,0,0,0
Edgar Jones,0,1,0,0,0,0,0,0,0
Mossis Madu,0,1,0,0,0,0,0,0,0
Garrett McIntyre,0,1,0,0,0,0,0,0,1
Zack Pianalto,0,1,0,0,0,0,0,0,0
Zach Potter,0,1,0,0,0,0,0,0,0
Pat Lee,-1,1,-1,0,0,0,-1,0,0
Patrick Turner,-1,1,-1,0,0,0,-1,0,0
