Player,Comb,Asst,Solo,Sck
Lorenzo Freeman,0,0,0,2
William Frizzell,0,0,0,1.5
David Fulcher,0,0,0,1
William Fuller,0,0,0,8
Darrell Fullington,0,0,0,1
David Galloway,0,0,0,2
Mike Gann,0,0,0,3.5
Chris Gannon,0,0,0,0.5
Shaun Gayle,0,0,0,1
Jumpy Geathers,0,0,0,3
Tom Gibson,0,0,0,1
Nesby Glasgow,0,0,0,2
Tim Goad,0,0,0,2.5
Mike Golic,0,0,0,2
Bob Golic,0,0,0,4
Kurt Gouveia,0,0,0,1
Darryl Grant,0,0,0,1
David Grant,0,0,0,1
David Grayson,0,0,0,1
Jacob Green,0,0,0,12.5
Tim Green,0,0,0,6
Kevin Greene,0,0,0,13
Leonard Griffin,0,0,0,3.5
Burt Grossman,0,0,0,10
Dino Hackett,0,0,0,3
Carl Hairston,0,0,0,1
Charles Haley,0,0,0,16
Dean Hamel,0,0,0,1
Mike Hammerstein,0,0,0,2
Jon Hand,0,0,0,3
Tim Harris,0,0,0,7
Ken Harvey,0,0,0,10
Bill Hawkins,0,0,0,3
Tracy Hayworth,0,0,0,4
Jeff Herrod,0,0,0,4
Eric Hill,0,0,0,1.5
Bryan Hinkle,0,0,0,2
George Hinkle,0,0,0,0.5
Terry Hoage,0,0,0,1
Marion Hobby,0,0,0,3
Jerry Holmes,0,0,0,1
Ron Holmes,0,0,0,3
Pierce Holt,0,0,0,5.5
Wes Hopkins,0,0,0,2
Erik Howard,0,0,0,3
Greg Jackson,0,0,0,4
Johnnie Jackson,0,0,0,1
Rickey Jackson,0,0,0,6
George Jamison,0,0,0,2
Garth Jax,0,0,0,3
Jim Jeffcoat,0,0,0,3.5
A.J. Jenkins,0,0,0,2
Ezra Johnson,0,0,0,2.5
Mike Johnson,0,0,0,2
Pepper Johnson,0,0,0,3.5
Tim Johnson,0,0,0,3
Troy Johnson,0,0,0,1
Vaughan Johnson,0,0,0,1
Aaron Jones,0,0,0,2
Dante Jones,0,0,0,2
Sean Jones,0,0,0,12.5
Jimmie Jones,0,0,0,7.5
Victor Jones,0,0,0,1
Seth Joyner,0,0,0,7.5
Cortez Kennedy,0,0,0,1
Markus Koch,0,0,0,2
Greg Kragen,0,0,0,2
Tim Krumrie,0,0,0,2
Jeff Lageman,0,0,0,4
Carnell Lake,0,0,0,1
Greg Lloyd,0,0,0,4.5
Eugene Lockhart,0,0,0,1
Howie Long,0,0,0,6
Tim Lucas,0,0,0,1
Robert Lyles,0,0,0,1.5
Bill Maas,0,0,0,5.5
Cedric Mack,0,0,0,1
Charles Mann,0,0,0,5.5
Leonard Marshall,0,0,0,4.5
Wilber Marshall,0,0,0,5
Chris Martin,0,0,0,5.5
Wayne Martin,0,0,0,4
Eugene Marve,0,0,0,2
Clay Matthews,0,0,0,3.5
Keith McCants,0,0,0,2
Skip McClendon,0,0,0,2
Terry McDaniel,0,0,0,2
Bubba McDowell,0,0,0,0.5
Vann McElroy,0,0,0,1
Steve McMichael,0,0,0,4
Rod McSwain,0,0,0,2
Johnny Meads,0,0,0,2.5
Karl Mecklenburg,0,0,0,5
Greg Meisner,0,0,0,1
Mike Merriweather,0,0,0,2.5
Scott Mersereau,0,0,0,4.5
Keith Millard,0,0,0,2
Les Miller,0,0,0,1
Sam Mills,0,0,0,0.5
Glenn Montgomery,0,0,0,0.5
Winston Moss,0,0,0,3.5
Kevin Murphy,0,0,0,4
Mark Murphy,0,0,0,1
Joe Nash,0,0,0,1
Bob Nelson,0,0,0,1
Tim Newton,0,0,0,3
Gerald Nichols,0,0,0,3.5
Hardy Nickerson,0,0,0,2
Brian Noble,0,0,0,1
Al Noga,0,0,0,6
Danny Noonan,0,0,0,4.5
Ken Norton,0,0,0,2.5
Freddie Joe Nunn,0,0,0,9
Leslie O'Neal,0,0,0,13.5
Eldonta Osborne,0,0,0,1
Dan Owens,0,0,0,3
Shawn Patterson,0,0,0,4
Michael Dean Perry,0,0,0,11.5
William Perry,0,0,0,4
Joe Phillips,0,0,0,0.5
Bill Pickel,0,0,0,1.5
Mike Piel,0,0,0,5
Mike Pitts,0,0,0,3
Anthony Pleasant,0,0,0,3.5
Rufus Porter,0,0,0,5
Warren Powers,0,0,0,4
Mickey Pruitt,0,0,0,1
Ervin Randle,0,0,0,5.5
John Randle,0,0,0,1
Doug Reed,0,0,0,2
Michael Reid,0,0,0,3
Johnny Rembert,0,0,0,1
Ed Reynolds,0,0,0,1
Larry Roberts,0,0,0,1
Gerald Robinson,0,0,0,2
Jerry Robinson,0,0,0,2
Tracy Rocker,0,0,0,3
Henry Rolling,0,0,0,3.5
Bill Romanowski,0,0,0,1
John Roper,0,0,0,1
Rod Saddler,0,0,0,4
Dan Saleaumua,0,0,0,7
Junior Seau,0,0,0,1
Clyde Simmons,0,0,0,7.5
Michael Simmons,0,0,0,1
Mike Singletary,0,0,0,1
Chris Singleton,0,0,0,3
Tony Siragusa,0,0,0,1
Jim Skow,0,0,0,2
Jessie Small,0,0,0,3.5
Al Smith,0,0,0,1
Doug Smith,0,0,0,2
Billy Ray Smith Jr.,0,0,0,1
Brian Smith,0,0,0,1
Neil Smith,0,0,0,9.5
Sean Smith,0,0,0,1.5
Percy Snow,0,0,0,2
Jesse Solomon,0,0,0,1
Chris Spielman,0,0,0,2
Marc Spindler,0,0,0,1
Ron Stallworth,0,0,0,1
Scott Stephen,0,0,0,1
Fred Stokes,0,0,0,7.5
Tyronne Stowe,0,0,0,0
Thomas Strauthers,0,0,0,4
Danny Stubbs,0,0,0,7.5
Pat Swilling,0,0,0,11
Lawrence Taylor,0,0,0,10.5
Broderick Thomas,0,0,0,7.5
Derrick Thomas,0,0,0,20
Henry Thomas,0,0,0,8.5
Donnell Thompson,0,0,0,1.5
Reyna Thompson,0,0,0,1
Andre Tippett,0,0,0,3.5
Tony Tolbert,0,0,0,6
Andre Townsend,0,0,0,1
Greg Townsend,0,0,0,12.5
Natu Tuatagaloa,0,0,0,4.5
Jessie Tuggle,0,0,0,5
Renaldo Turnbull,0,0,0,9
Keena Turner,0,0,0,1
Garin Veris,0,0,0,2
Jim Wahler,0,0,0,2.5
Van Waiters,0,0,0,0.5
Kevin Walker,0,0,0,1
Aaron Wallace,0,0,0,9
Brian Washington,0,0,0,1
Marvin Washington,0,0,0,4.5
Reggie White,0,0,0,14
Robb White,0,0,0,2.5
Leon White,0,0,0,1
Mike Wilcher,0,0,0,1
Jim Wilks,0,0,0,5.5
Brent Williams,0,0,0,6
Ed Williams,0,0,0,2
Eric Williams,0,0,0,3
Gerald Williams,0,0,0,6
Jimmy Williams,0,0,0,3
Jerrol Williams,0,0,0,1
Lee Williams,0,0,0,7.5
Keith Willis,0,0,0,5
Mike Wise,0,0,0,1
Tony Woods,0,0,0,3
Donnell Woolford,0,0,0,2
Alvin Wright,0,0,0,1
David Wyman,0,0,0,1
