Player,Comb,Asst,Solo,Sck
Merton Hanks,37,3,0,0
Mike Prior,37,6,0,0
Marvin Washington,37,4,0,6
Anthony Smith,36.5,4,0,10.5
Ray Agnew,36,14,0,2
Jerry Ball,36,5,0,2
Lewis Billups,36,3,0,1
Toi Cook,36,1,0,0
Cedric Figaro,36,7,0,0
Ron Holmes,36,10,0,5
Perry Williams,36,6,0,0
David Braxton,35,7,0,1
Donald Evans,35,9,0,2
Phil Hansen,35,7,0,2
Alfred Oglesby,35,5,0,0
Joe Phillips,35,4,0,1
Glenell Sanders,35,2,0,0
Michael Carter,34,5,0,0
Eric Dorsey,34,11,0,0.5
Manny Hendrix,34,2,0,0
Pierce Holt,34,5,0,3
Kevin Lewis,34,2,0,0
Charles Mann,34,5,1,11.5
Scott Mersereau,34,10,0,2
Darren Carrington,33,3,0,0
Reuben Davis,33,6,0,3.5
Mike Golic,33,6,0,2.5
Steve Jackson,33,8,0,1
Howie Long,33,8,0,3
Mike McGruder,33,3,0,0
John Randle,33,11,0,9.5
Todd Scott,33,5,0,0
Marcus Robertson,32.5,4,0,1
Chip Banks,32,7,0,1
Vinnie Clark,32,4,0,0
Brian Davis,32,5,0,0
Jeff Faulkner,32,6,3,2
Tim Harris,32,4,0,3
Anthony Newman,32,5,0,1
Randy Robbins,32,6,0,0
David Whitmore,32,6,0,1
Harry Hamilton,31,5,0,0
George Hinkle,31,3,0,0.5
Marion Hobby,31,8,0,2
Mike Johnson,31,11,0,0
Aaron Jones,31,5,0,2
Richard Shelton,31,3,0,0
Darryll Lewis,30.5,9,0,1
Trace Armstrong,30,6,0,1.5
Dennis Brown,30,5,0,3
Charles Dimry,30,6,0,0
Chris Green,30,4,0,0
Dexter Manley,30,8,0,6.5
Eugene Marve,30,14,0,0
David Pool,30,3,0,0
Ben Smith,30,2,0,0
Roger Brown,29,3,0,0
Donnie Elder,29,3,0,1
E.J. Junior,29,1,0,5
Warren Powers,29,4,0,2
Ray Seals,29,3,0,1
Fred Strickland,29,6,0,1
James E. Williams,29,6,0,1
Carl Carter,28,4,0,0
David Tate,28,6,0,0
Charles Washington,28,5,0,0
Eric Williams,28,5,0,3
Rob Burnett,27,4,0,3
A.J. Johnson,27,2,0,1
Darin Jordan,27,2,0,0
Robert Lyles,27,5,0,0
Bill Maas,27,5,0,4
Roman Phifer,27,3,0,2
Larry Roberts,27,5,0,7
Frank Warren,27,9,0,7
Lloyd Burruss,26,4,0,0
Sidney Coleman,26,7,0,0
Jeff Donaldson,26,2,0,1
Pat Eilers,26,11,1,0
Brett Faryniarz,26,5,0,0
Kenneth Gant,26,2,0,0
Wayne Haddix,26,1,0,0
Brian Mitchell,26,0,0,2
Kenny Walker,26,7,0,3
Tony Woods,26,5,0,2
Paul Butcher,25,2,2,0
Maurice Douglass,25,1,0,0
Tory Epps,25,3,0,1.5
Erik Howard,25,6,0,1.5
Izel Jenkins,25,1,0,1
Don Odegard,25,2,0,0
Kelvin Pritchett,25,7,0,1.5
Anthony Shelton,25,3,0,1
Otis Smith,25,3,2,0
Eric Swann,25,4,0,4
Terry Taylor,25,3,0,0
Bennie Thompson,25,3,0,0
Karl Wilson,25,5,0,2
Tracey Eaton,24,5,0,0
Alan Grant,24,4,0,0
Rich Miano,24,1,0,0
Elbert Shelley,24,0,0,2
Jeff Wright,24,5,0,6
Lorenzo Freeman,23,6,0,0.5
Rhett Hall,23,7,0,1
Jimmie Jones,23,2,0,2
Mark Lee,23,1,0,0
Garry Lewis,23,2,0,0
Eugene Seale,23,4,0,0
Billy Ray Smith Jr.,23,6,0,0
Keith Traylor,23,10,0,0
Keith Willis,23,3,0,7
Jerry Robinson,22.5,3,0,0
Torin Dorn,22,2,0,0
Ernie Logan,22,10,0,0.5
Wayne Martin,22,1,0,3.5
Russell Maryland,22,6,0,4.5
Robert Massey,22,8,0,0
Joe Nash,22,4,0,0
Gerald Nichols,22,2,1,1
Bryce Paup,22,2,0,7.5
Craig Veasey,22,9,0,2
David Wyman,22,3,0,0
Dante Jones,21,5,0,0
R.J. Kors,21,8,0,0
Glen Kozlowski,21,2,0,0
Sammy Lilly,21,6,0,0
Ron Rivera,21,3,0,0
Ken Rose,21,6,0,0
Steve Tasker,21,1,0,0
Adrian White,21,6,0,0
Tony Zackery,21,2,0,0
Bobby Abrams,20,2,0,0
Toby Caston,20,3,0,0
Kevin Fagan,20,5,0,2
Britt Hager,20,3,0,0
Jeff Mills,20,3,0,3
Craig Patterson,20,6,0,0
Mitchell Price,20,1,0,0
Renaldo Turnbull,20,3,0,1
Bobby Butler,19,3,0,0
Eric Everett,19,1,0,1
Robert Goff,19,5,0,2
Kurt Gouveia,19,3,0,0
Matt Jaworski,19,5,0,0
Lonnie Marts,19,1,0,1
Anthony Pleasant,19,4,0,2.5
Fred Smerlas,19,5,0,0
George Thornton,19,3,1,0
Ted Washington,19,0,0,1
Bobby Wilson,19,1,0,4.5
Lester Archambeau,18,10,0,4.5
Nolan Harrison,18,7,0,1
Cliff Hicks,18,4,0,0
Mike Iaquaniello,18,1,0,0
Gary Jones,18,2,1,0
Albert Lewis,18,3,0,0
Elvis Patterson,18,3,0,0
John Rade,18,3,0,0
Johnny Rembert,18,8,0,0
Pio Sagapolutele,18,9,0,1.5
Kevin Walker,18,2,0,1
Aaron Wallace,18,3,0,2
John Washington,18,4,0,0
Solomon Wilcots,18,4,0,0
Dan Land,17.5,2,0,0
Mel Agee,17,5,0,0
Tim Barnett,17,2,0,0
Ivan Caesar,17,5,0,0
Hal Garner,17,4,0,0
Tim Hauck,17,5,0,0
Stephen Hobbs,17,0,0,0
Steve Hyche,17,5,1,0
Mike D. Jones,17,5,1,0
Chuck Klingbeil,17,2,0,5
Bruce Smith,17,1,0,1.5
Larry Williams,17,3,10,0
Lee Williams,17,6,0,3
Bruce Alexander,16,3,0,0
John Booty,16,2,0,1
Darrick Brownlow,16,3,1,0
Sam Clancy,16,7,0,2.5
Mike Dumas,16,6,0,0
Dixon Edwards,16,3,0,0
Alex Gordon,16,5,0,2
Jeff Hunter,16,2,0,6
Ernie Mills,16,2,0,0
Danny Noonan,16,4,0,1
Bill Pickel,16,3,0,2
Gerald Robinson,16,1,0,3
Rod Stephens,16,2,0,0
Fred Stokes,16,3,0,6.5
Reyna Thompson,16,1,0,0
Natu Tuatagaloa,16,1,0,2
Sheldon White,16,3,0,0
Leon White,16,2,0,0
Oliver Barnett,15,2,0,1
Anthony Edwards,15,4,0,0
Joe Fishback,15,1,0,0
Leonard Griffin,15,1,0,0
Alonzo Hampton,15,0,0,0
Jackie Harris,15,3,1,0
Kenny Jackson,15,3,1,0
Troy Johnson,15,4,0,0
Henry Jones,15,2,0,0
Mike A. Jones,15,3,0,0
Victor Jones,15,0,0,0
Alvoid Mays,15,2,0,0
Chris Pike,15,1,0,0
Jessie Small,15,3,0,0
Harry Sydney,15,3,0,0
Tony Walker,15,3,0,0
James Williams,15,4,0,0
Joe Cain,14,4,0,0
Bernard Clark,14,3,0,0
Greg Clark,14,1,0,0
Derrick Crudup,14,6,0,0
Steve DeOssie,14,3,0,0
Mike Fox,14,3,0,0
Jumpy Geathers,14,1,0,4.5
Antonio Goss,14,1,2,0
Hugh Green,14,3,0,1
Odie Harris,14,1,0,0
Sidney Johnson,14,0,3,1
Napoleon McCallum,14,1,0,0
Lawrence Pete,14,8,0,1.5
Mark Pike,14,3,0,0
Lamar Rogers,14,4,0,0
Kevin Scott,14,4,0,0
Shannon Sharpe,14,3,0,0
Kevin Smith,14,2,0,0
Thomas Strauthers,14,6,0,2.5
Anthony Bell,13,1,0,0
Ed Brady,13,2,0,0
Jeff Brady,13,2,0,0
Ravin Caldwell,13,0,0,0
Al Chamblee,13,4,0,1
Kenny Davidson,13,5,0,0
Richard Fain,13,2,0,0
Eric Fairs,13,5,0,0
Paul Frase,13,2,0,0
Joe Fuller,13,2,0,0
Jock Jones,13,3,0,0
Greg Manusky,13,1,0,0
Les Miller,13,3,0,1
Tim Ryan,13,4,0,1.5
Calvin Tiggle,13,1,0,1
James O. Williams,13,5,0,1
Billy Bell,12,1,0,0
Ben Coates,12,1,0,0
David Daniels,12,4,0,0
Chris Hale,12,0,0,0
Steve Hendrickson,12,3,0,0
Roger Jones,12,1,0,0
Scott Kozak,12,2,0,0.5
Milton Mack,12,1,0,0
Marvcus Patton,12,0,0,0
Mickey Pruitt,12,3,0,0
David Rocker,12,3,0,0
Glenn Rogers,12,0,0,0
James Rouse,12,1,0,0
Mike Stonebreaker,12,4,0,0
Spencer Tillman,12,4,0,0
Chris Warren,12,3,0,0
Alfred Anderson,11,2,0,0
Latin Berry,11,1,0,0
John Brandes,11,2,0,0
Jim Burt,11,4,0,0
Louis Cooper,11,3,0,0
Larry Griffin,11,3,0,0
Eric Hayes,11,1,0,0
James Jones,11,3,0,0
Darren Lewis,11,2,0,0
Lamar McGriggs,11,3,0,0
Alton Montgomery,11,3,0,0
Glenn Montgomery,11,4,0,0
Brent Novoselsky,11,2,0,0
Shawn Patterson,11,7,0,1.5
Ervin Randle,11,2,0,0
David Richards,11,2,7,0
James Saxon,11,1,0,0
Frank Stams,11,2,0,0
Richard Tardits,11,1,0,0
Lewis Tillman,11,1,0,0
Alvin Walton,11,2,0,0
Sam Anno,10,1,0,0
Chris Burkett,10,1,0,0
Darrell Davis,10,2,0,1
Eric Davis,10,1,0,0
Dwight Drane,10,1,0,0
Mike Gann,10,1,0,0
Carwell Gardner,10,1,0,0
Delton Hall,10,3,0,0
Alfred Jackson,10,1,0,0
Jim Jensen,10,1,0,0
Rod Jones,10,0,0,0
Scott Kowalkowski,10,2,0,0
Steve Lofton,10,2,0,0
Marc Logan,10,2,0,0
Tim Lucas,10,1,0,0
Dave McCloughan,10,1,0,0
Brian Sochia,10,0,0,1
Dwight Stone,10,0,0,0
Galand Thaxton,10,1,0,0
Marcus Turner,10,0,0,0
Odessa Turner,10,0,0,0
Fernandus Vinson,10,2,0,0
Charles Wilson,10,1,0,0
Jeff Alm,9,3,0,1
Jesse Anderson,9,0,1,0
Ned Bolcar,9,2,0,0
Mike Charles,9,1,0,0
Mitch Donahue,9,2,0,0
Rick Fenney,9,2,0,0
Bobby Houston,9,0,0,1
A.J. Jimerson,9,4,1,0
Brian Kinchen,9,3,0,0
Todd McNair,9,0,0,0
Brian Mitchell,9,0,0,0
Niko Noga,9,0,0,0
Mike Piel,9,3,0,1
Tracy Rogers,9,1,0,0
Danny Stubbs,9,1,0,4
Matt Vanderbeek,9,4,0,0
Marvin Allen,8,0,0,0
Gary Baldinger,8,3,0,0
Anthony Blaylock,8,1,0,0
Pat Chaffey,8,0,0,0
Greg Cox,8,1,0,0
Dexter Davis,8,0,0,0
Robert Hardy,8,1,0,0
Tracy Johnson,8,0,0,0
Buford Jordan,8,2,0,0
David Lang,8,1,0,0
Paul Lankford,8,2,0,0
Corey Miller,8,1,0,2.5
Reggie Rivers,8,2,0,0
Jay Taylor,8,1,0,0
Shawn Vincent,8,1,0,0
Chris Williams,8,3,0,0
Robert Wilson,8,0,0,0
Johnny Bailey,7,1,0,0
Marion Butts,7,0,0,0
Dale Dawkins,7,0,0,0
Dedrick Dodge,7,1,0,0
Robert Drummond,7,1,0,0
John Galvin,7,2,0,0
Rick Graf,7,3,0,0
Daryl Johnston,7,1,0,0
Victor Jones,7,2,0,0
James Joseph,7,1,1,0
Kurt Larson,7,2,0,0
Derek Loville,7,0,0,0
Tim Manoa,7,0,0,0
Skip McClendon,7,1,0,0
Mike McDonald,7,0,0,0
Rob McGovern,7,3,1,0
Bruce Perkins,7,1,0,0
Tom Sims,7,1,0,0
Stan Smagala,7,0,0,0
Aundray Bruce,6,0,0,0
Jarrod Bunch,6,1,0,0
Frank Conover,6,1,0,1
Ron Cox,6,0,0,1
Sam Graddy,6,0,0,0
Mark Gunn,6,1,0,0
Ronnie Haliburton,6,2,0,0
Ronnie Harmon,6,1,0,0
Tony Hill,6,0,0,0
Joe King,6,2,0,0
Le-Lo Lang,6,2,0,0
Greg Lewis,6,0,0,0
Michael Mayes,6,1,0,1
Terry Orr,6,0,0,0
Bruce Pickens,6,0,0,0
Tom Rathman,6,1,0,0
Rod Saddler,6,2,0,0
Jim Skow,6,3,0,0.5
Clarence Vaughn,6,0,0,0
Tommie Agee,5,2,0,0
Terry Anthony,5,0,0,0
Michael Barber,5,0,0,0
Brian Brennan,5,0,0,0
Bill Brooks,5,0,0,0
Mark Brown,5,0,0,0
Jason Buck,5,1,0,1.5
Reggie Burnette,5,3,0,0
Reggie Cobb,5,0,0,0
Adrian Cooper,5,0,0,0
Aaron Craver,5,0,0,0
Quinn Early,5,0,0,0
Donnie Gardner,5,2,0,1
Michael Haynes,5,0,0,0
Ron Heller,5,0,0,0
Terry Hoage,5,0,0,0
Ivy Joe Hunter,5,0,0,0
John Jackson,5,1,0,0
Lynn James,5,1,0,0
John Johnson,5,2,0,0
Brian Jones,5,1,0,0
Ernie Jones,5,0,0,0
Markus Koch,5,1,0,1
Cedric Mack,5,1,0,0
Bruce Matthews,5,1,0,0
Erric Pegram,5,1,0,0
Andre Reed,5,0,0,0
Reggie Rembert,5,1,0,0
Reggie Rogers,5,1,0,1
Steve Smith,5,1,0,0
John Tice,5,0,1,0
Michael Timpson,5,0,0,0
Tom Waddle,5,0,0,0
Ron Wolfley,5,0,1,0
Gary Anderson,4,0,1,0
Flipper Anderson,4,0,1,0
Matt Bahr,4,1,0,0
Greg Baty,4,0,0,0
Blair Bush,4,1,0,0
Larry Centers,4,0,0,0
Gary Clark,4,0,0,0
Raymond Clayborn,4,1,0,0
Elbert Crawford,4,0,0,0
Terry Crews,4,0,0,0
Shane Curry,4,3,0,1
Henry Ellard,4,0,0,0
Anthony Florence,4,1,0,0.5
Scott Galbraith,4,0,0,0
Frank Giannetti,4,0,0,0
Tom Gibson,4,0,1,0
Ernest Givins,4,0,0,0
Roy Green,4,0,1,0
Ron Hall,4,0,1,0
Bill Hawkins,4,0,0,0
Joel Hilgenberg,4,1,0,0
Drew Hill,4,0,0,0
Leroy Hoard,4,1,0,0
Jamie Holland,4,1,1,0
Kent Hull,4,0,0,0
Haywood Jeffires,4,0,0,0
Norm Johnson,4,0,0,0
Mike Jones,4,2,0,0
Calvin Nicholson,4,0,0,0
Mike Oliphant,4,1,0,0
Stan Petry,4,0,0,0
Jerry Rice,4,0,0,0
Andre Rison,4,0,2,0
Butch Rolle,4,0,0,0
Steve Sewell,4,0,0,0
Daryle Smith,4,0,3,0
John Taylor,4,0,0,0
Doug Thomas,4,0,0,0
Robb Thomas,4,1,2,0
Jon Vaughn,4,0,0,0
Danny Villa,4,1,0,0
Ken Whisenhunt,4,1,0,0
Erik Affholter,3,0,0,0
Vince Albritton,3,0,0,0
Sanjay Beach,3,0,0,0
Antoine Bennett,3,0,0,0
Mitchell Benson,3,1,0,1
Brian Blades,3,0,0,0
Mark Bortz,3,0,0,0
A.B. Brown,3,0,0,0
Lomas Brown,3,0,0,0
Keith Byars,3,0,0,0
Ken Clark,3,0,0,0
Kevin Clark,3,0,0,0
Louis Clark,3,0,0,0
Mark Clayton,3,0,0,0
Mike Cofer,3,1,0,1
Marv Cook,3,0,0,0
Johnie Cooks,3,1,0,0
Marcus Cotton,3,0,0,0
Kenneth Davis,3,2,0,0
Wendell Davis,3,0,0,0
Dermontti Dawson,3,1,1,0
Mark Duper,3,0,0,0
Mark Dusbabek,3,0,0,0
Mike Farr,3,0,0,0
Grant Feasel,3,0,0,0
Chris Gannon,3,0,0,0
Kerry Glenn,3,0,0,0
Mark Green,3,0,0,0
Odell Haggins,3,1,0,0
Charles Henry,3,0,0,0
Cornell Holloway,3,0,0,1
John Hudson,3,0,0,0
John Jackson,3,1,0,0
Keith Jackson,3,0,2,0
Anthony Johnson,3,0,0,0
Reggie Johnson,3,0,0,0
Fred Jones,3,1,0,0
Keith Jones,3,0,0,0
Steve Jordan,3,0,0,0
Keith Kartz,3,0,0,0
John Kasay,3,0,0,0
Perry Kemp,3,0,1,0
Randy Kirk,3,0,0,0
Shawn Lee,3,0,0,0
James Lofton,3,0,0,0
Dave Lutz,3,0,0,0
Tim McGee,3,0,0,0
Kanavis McGhee,3,1,0,0
Greg Montgomery,3,0,2,0
Rob Moore,3,0,0,0
Mike Morris,3,2,0,0
Pat Newman,3,1,0,0
Jay Novacek,3,0,0,0
Tony Paige,3,0,0,0
Anthony Parker,3,1,0,0
Ricky Proehl,3,0,0,0
Huey Richardson,3,1,0,0
Troy Sadowski,3,0,0,0
Jackie Slater,3,0,0,0
Sean Smith,3,0,0,0
John Stephens,3,0,0,0
Derek Tennell,3,1,0,0
John Thornton,3,0,0,1
Mike Tice,3,0,0,0
Tom Tupa,3,0,0,0
Vernon Turner,3,0,2,0
Frank Wainright,3,0,0,0
Herb Welch,3,1,0,0
Gene Williams,3,2,0,0
John L. Williams,3,0,1,0
Warren Williams,3,1,0,0
Vince Workman,3,0,0,0
Chris Zorich,3,0,0,0
Louie Aguiar,2,0,0,0
Neal Anderson,2,0,0,0
Eric Ball,2,0,0,0
Harris Barton,2,0,0,0
Brad Baxter,2,0,0,0
Pat Beach,2,0,0,0
Eric Bieniemy,2,1,0,0
Mark Boyer,2,0,0,0
Hoby Brenner,2,0,0,0
James Brooks,2,0,0,0
Ron Brown,2,0,0,0
Rob Carpenter,2,0,0,0
Alphonso Carreker,2,0,0,0
Pat Carter,2,0,0,0
Jeff Chadwick,2,0,0,0
Reggie Cooper,2,0,0,0
Don Davey,2,1,0,0
John Davis,2,0,0,0
Lawrence Dawsey,2,0,0,0
Walter Dean,2,1,0,0
Chris Dressel,2,1,0,0
Ferrell Edmunds,2,0,0,0
Jim Everett,2,0,1,0
Brian Forde,2,0,0,0
Irving Fryar,2,0,0,0
Scott Fulhage,2,0,0,0
Willie Gault,2,0,0,0
Andrew Glover,2,1,0,0
Kevin Glover,2,0,0,0
Kevin Gogan,2,1,0,0
