Player,Comb,Asst,Solo,Sck
Damien Robinson,71,20,45,0
Orlando Ruff,71,12,48,0
Jamie Sharper,71,13,43,0
Otis Smith,71,11,50,0
Courtney Brown,70,8,51,4.5
Henry Jones,70,25,34,0
Damon Moore,70,11,51,0
Chad Scott,70,6,57,0
Robert Tate,70,12,56,0
Dave Thomas,70,6,58,0
Ronnie Bradford,69,12,51,0
Eric Davis,69,12,45,0
Marcus Robertson,69,10,47,0
Dwayne Rudd,69,17,43,0
Eric Allen,68,6,53,1
Mark Carrier,68,13,50,0
Kerry Joseph,68,15,46,0
Bill Romanowski,68,10,51,3.5
Dean Wells,68,11,43,0
Elijah Alexander,67,17,36,2
Devin Bush,67,17,41,1
Jamie Duncan,66,17,43,0
Percy Ellsworth,66,10,46,0
James Hasty,66,9,51,1
Grady Jackson,66,17,36,8
Tebucky Jones,66,15,44,0
John Parrella,66,13,41,7
Thomas Smith,66,5,54,0
Michael Strahan,66,16,38,9.5
Jason Taylor,66,29,30,14.5
Allen Aldridge,65,18,40,2
Shawn Barber,65,7,54,2
La'Roi Glover,65,12,40,17
Marcellus Wiley,65,25,31,10.5
Michael Bankston,64,14,34,0
Chad Bratzke,64,19,31,7.5
Mike Caldwell,64,6,53,0
Sam Garnes,64,12,35,1
Mike Maslowski,64,18,40,2
Chris Carter,63,12,43,1
Jay Foreman,63,20,29,0
Willie McGinest,63,18,29,6
Keith Newman,63,19,31,8
Grant Wistrom,63,13,40,11
Barron Wortham,63,10,51,0
Champ Bailey,62,5,53,0
Marcus Coleman,62,6,42,0
Gerald Dixon,62,9,40,5
Travis Hall,62,18,37,4.5
Tony Brackens,61,8,49,7.5
Izell Reese,61,15,44,0
T.J. Slaughter,61,18,39,0
Al Wilson,61,13,43,5
Barry Gardner,60,15,35,1
Monty Montgomery,60,13,43,0.5
Joey Porter,60,18,38,10.5
Eddie Robinson,60,11,41,4
Aeneas Williams,60,14,29,0
Willie Williams,60,9,49,1
Kim Herring,59,9,40,1
Mike Logan,59,6,48,1
Daylon McCutcheon,59,3,50,4
Jason Webster,59,15,39,0
Tyrone Williams,59,8,43,0
Tony Blevins,58,9,36,0
Terry Fair,58,11,42,0
Artrell Hawkins,58,6,48,0
Todd Lyght,58,6,46,1
Keith McKenzie,58,8,41,8
Ryan Phillips,58,16,32,1.5
Hollis Thomas,58,14,41,4
Ted Washington,58,21,21,2.5
Chris Draft,57,15,35,1
James Farrior,57,10,35,1
Keith Hamilton,57,16,29,10
Donnie Abraham,56,11,43,0
Duane Clemons,56,11,34,7.5
Tom Knight,56,9,36,1
Kurt Schulz,56,19,29,0
LaVar Arrington,55,11,38,4
Brentson Buckner,55,14,41,7
DeRon Jenkins,55,5,46,0
Orpheus Roye,55,13,36,2
Bruce Smith,55,9,42,10
Phillippi Sparks,55,4,48,0
Pat Williams,55,18,23,2.5
Hugh Douglas,54,10,41,15
Robert Jones,54,18,29,0
Dexter McCleon,54,5,45,2
Shaun Ellis,53,14,24,8.5
Norman Hand,53,10,21,3
Tod McBride,53,11,33,0
Aaron Beasley,52,7,41,5
Cris Dishman,52,7,38,0
Greg Ellis,52,13,36,3
Oliver Gibson,52,9,32,4
Jevon Kearse,52,16,29,11.5
Pierson Prioleau,52,11,35,0
Warren Sapp,52,9,35,16.5
Corey Simon,52,14,35,9.5
Patrick Surtain,52,10,40,1
Fred Weary,52,6,37,2
Jamal Williams,52,7,37,1
Marco Coleman,51,10,38,12
Sean Gilbert,51,14,34,4
Darren Howard,51,15,25,11
Shelton Quarles,51,15,28,2
Mark Simoneau,51,11,30,0.5
Cornelius Bennett,50,13,25,3
Rodney Heath,50,5,40,0
Brian Kelly,50,4,40,0
Cortez Kennedy,50,18,22,1
Anthony McFarland,50,19,23,6.5
Bryan Robinson,50,8,31,4.5
John Browning,49,12,35,6
Daryl Gardener,49,11,32,2.5
Corey Harris,49,3,41,0
Duane Starks,49,4,39,0
Mike Wells,49,17,26,1
Bryant Westbrook,49,13,29,0
Antoine Winfield,49,8,36,0
Rogers Beckett,48,11,32,1
Dre' Bly,48,4,40,1
Rob Burnett,48,10,31,10.5
Shane Burton,48,17,13,1
Corey Chavous,48,6,38,0
Lamar King,48,6,36,6
Dat Nguyen,48,6,35,0
Riddick Parker,48,16,16,0
Tyrone Poole,48,11,32,0
Joe Johnson,47,10,23,12
Cedric Jones,47,11,27,3.5
Gerald McBurrows,47,9,34,2
Chidi Ahanotu,46,19,25,3.5
Jason Ferguson,46,11,17,1
Jim Flanigan,46,13,26,4
Chris Hovan,46,5,27,2
Rick Lyle,46,8,14,1
Emmanuel McDaniel,46,4,38,1
Julian Peterson,46,17,22,4
Trevor Pryce,46,13,28,12
Ray Crockett,45,3,41,1
Eric Hicks,45,9,35,14
Patrick Kerney,45,15,27,2.5
Roman Phifer,45,13,23,4
Bobby Taylor,45,7,38,0
Denard Walker,45,1,43,0
Kevin Henry,44,17,16,0
Tracy Scroggins,44,16,25,6.5
Michael Sinclair,44,12,24,3.5
Matt Stevens,44,10,31,0
Jerry Wilson,44,9,32,0.5
Bryant Young,44,12,25,9.5
Fernando Bryant,43,6,31,0
Tom Carter,43,7,33,0
James Jones,43,11,22,3
Michael McCrary,43,9,28,6.5
Kenny Mixon,43,19,21,2.5
Jeff Posey,43,16,24,0.5
George Teague,43,5,36,0
Raynoch Thompson,43,13,20,0
Reggie Tongue,43,9,30,0
Mao Tosi,43,10,17,0
Kimo von Oelhoffen,43,15,17,1
Kenny Wright,43,6,32,0
Lamar Campbell,42,15,24,0
Phillip Daniels,42,5,26,6
Steve Foley,42,9,28,4
Bernard Holsey,42,14,22,2
Brandon Noble,42,7,30,1
Aaron Smith,42,15,21,4
Jimmy Spencer,42,3,34,1
Henry Thomas,42,18,15,4.5
Gary Walker,42,3,33,5
Bernard Whittington,42,11,19,1
Scott Frost,41,11,23,1
Corey Fuller,41,5,32,0
Chris Hayes,41,10,22,0
Ed Jasper,41,11,25,3.5
Ellis Johnson,41,11,17,5
Chris McAlister,41,6,35,0
Deion Sanders,41,3,36,0
Josh Williams,41,17,15,3
Tim Bowens,40,12,27,2.5
Tyrone Carter,40,9,28,0
Henri Crockett,40,5,28,2
Cory Hall,40,4,29,4
Johnnie Harris,40,6,28,0
Walt Harris,40,9,29,0
Antonio Langham,40,5,27,0
Chester McGlockton,40,6,27,4.5
Sam Rogers,40,12,18,5
John Thierry,40,8,24,6.5
Larry Whigham,40,11,15,0
Chuck Wiley,40,14,23,4
John Copeland,39,7,29,1
Luther Elliss,39,16,16,3
Scott Kowalkowski,39,9,26,0
Samari Rolle,39,4,33,1.5
Mike Rucker,39,6,26,2.5
Dana Stubblefield,39,7,28,2.5
Peter Boulware,38,6,28,7
Zack Bronson,38,8,25,0
Terrell Buckley,38,3,32,0
Santana Dotson,38,15,19,6
Jason Fisk,38,10,21,2
Brad Ottis,38,12,17,1
Adrian Ross,38,2,32,1
Lorenzo Styles,38,7,29,1
Ashley Ambrose,37,1,31,0
Russell Davis,37,9,19,0.5
Greg Favors,37,9,26,5.5
Aaron Glenn,37,9,19,0
Tim Hauck,37,12,24,0
Marcus Jones,37,7,26,13
Sam Madison,37,10,27,0
Russell Maryland,37,19,14,0
Christian Peter,37,14,14,1
Orlando Thomas,37,7,25,1
Jeff Zgonina,37,7,20,2
Fakhir Brown,36,7,29,0
Tony Bryant,36,13,15,5.5
Rosevelt Colvin,36,9,24,3
Kenny Holmes,36,6,28,8
Perry Phenix,36,9,25,0
Robert Porcher,36,5,19,8
Talance Sawyer,36,9,21,6
Renaldo Wynn,36,5,27,3.5
Keith Brooking,35,8,26,1
Kevin Carter,35,4,25,10.5
Jason Craft,35,6,29,0
Paul Grasmanis,35,5,27,3.5
Vonnie Holliday,35,13,16,5
Darren Mickell,35,1,29,6
Rayna Stewart,35,7,25,0
Kywin Supernaw,35,13,18,0
Deshea Townsend,35,8,24,3.5
Keith Traylor,35,4,24,1
Dan Williams,35,5,26,7.5
Na'il Diggs,34,9,23,0
John Engelberger,34,9,24,3
Dexter Jackson,34,3,30,0
Tory James,34,4,24,0
Michael Myers,34,7,24,0
Simeon Rice,34,3,25,7.5
Brandon Whiting,34,12,21,3.5
Trace Armstrong,33,10,22,16.5
David Bowens,33,9,20,3.5
Keith Bulluck,33,8,23,0
Keion Carpenter,33,3,23,0
Dwayne Gordon,33,6,20,0
Ernie Logan,33,8,12,0
R.W. McQuarters,33,9,23,1
Alex Molden,33,9,20,0
Seth Payne,33,11,17,2
Darrell Russell,33,9,19,3
Brady Smith,33,5,23,4.5
Mark Smith,33,7,13,3
Kiwaukee Thomas,33,2,29,0
Jessie Tuggle,33,7,18,0
Marquis Walker,33,2,26,0
Tony Williams,33,6,23,4
William Bartee,32,4,24,1
Brant Boyer,32,7,22,3.5
Corwin Brown,32,10,20,0.5
Lewis Bush,32,4,22,1
Stalin Colinet,32,9,20,3.5
Henry Ford,32,12,13,2
Ken Irvin,32,2,25,0
Earl Little,32,2,28,0
Eddie Mason,32,1,29,2
Mike McKenzie,32,3,27,0
Chike Okeafor,32,7,20,2
Kato Serwanga,32,4,25,2
Elijah Williams,32,5,23,0
Ray Agnew,31,7,17,4
Lance Johnstone,31,10,17,3.5
Hardy Nickerson,31,4,23,1
Maa Tanuvasa,31,8,20,4
Zack Walz,31,11,14,0
Chris Watson,31,6,21,0
Kenyatta Wright,31,3,18,0
Jerry Azumah,30,6,22,0
Antuan Edwards,30,5,23,0
Ian Gold,30,5,21,2
Darius Holland,30,4,22,1
Darryll Lewis,30,2,27,1
David Macklin,30,4,22,0
K.D. Williams,30,5,22,0.5
Jimmy Hitchcock,29,1,26,0
Jeff Kelly,29,7,19,0
Brandon Mitchell,29,16,4,0
Johnny Rutledge,29,8,16,0
Alshermond Singleton,29,7,18,0
James Trapp,29,3,24,2
John Burrough,28,10,12,2
Ebenezer Ekuban,28,7,18,6.5
Rob Holmberg,28,6,17,0
Cletidus Hunt,28,9,16,5
Isaiah Kacyvenski,28,5,19,0
Kavika Pittman,28,2,24,7
Daryl Porter,28,6,19,0
John Thornton,28,9,14,4
Sam Adams,27,4,20,2
Matt Bowen,27,3,21,0
Chris Canty,27,5,20,0
Phil Hansen,27,11,10,2
Al Harris,27,2,24,0
Tim Morabito,27,1,22,2
Tony Siragusa,27,7,16,0
Willie Whitehead,27,10,13,5.5
Jay Williams,27,6,19,6
Albert Fontenot,26,6,18,4
Pete Monty,26,4,18,2
John Randle,26,1,22,8
Jason Simmons,26,3,19,0
Travares Tillman,26,3,18,0
Eric Warfield,26,4,20,0
Ainsley Battles,25,7,15,1
Robert Bean,25,2,22,0
Jeff Gooch,25,6,15,0
Leonard Little,25,5,18,5
Ray Mickens,25,3,18,0
Jim Nelson,25,3,19,0
Shawn Price,25,12,9,1
Clyde Simmons,25,7,15,0.5
Keith Thibodeaux,25,1,24,0
Rahim Abdullah,24,4,16,2
Rich Coady,24,1,21,0
Todd F. Collins,24,2,16,1
Chad Hennings,24,7,15,0
Justin Lucas,24,9,15,0
Scott McGarrahan,24,4,16,0.5
Rich Owens,24,9,13,0.5
Dainon Sidney,24,3,21,0
Alonzo Spellman,24,6,13,5
Shawn Swayda,24,8,11,1.5
Brian Williams,24,7,13,0.5
Rashard Anderson,23,2,19,0
Robert Bailey,23,0,23,0
Joe Bowden,23,4,17,0
Bobby Brooks,23,3,15,0
Cornell Brown,23,6,14,3
Cornelius Griffin,23,4,14,5
Mike Mamula,23,5,17,5.5
Hannibal Navies,23,1,18,2
Terrance Shaw,23,4,17,0
Josh Taves,23,3,15,3
Regan Upshaw,23,5,15,6
Nate Webster,23,4,13,0
Lyle West,23,4,17,0
Phil Clarke,22,5,13,1
Antonio Cochran,22,3,15,0.5
John Fiala,22,3,17,0
Tony George,22,7,12,0
Darrell Green,22,1,18,0
Jermaine Haley,22,7,11,1.5
Andy Katzenmoyer,22,8,5,0
John Keith,22,7,13,1
Jevon Langford,22,3,14,0
Al Lucas,22,4,16,0
Tremain Mack,22,7,13,0
Anthony Pleasant,22,5,17,2
Fred Thomas,22,0,20,0
Darnell Walker,22,1,16,0
Dan Wilkinson,22,5,14,3.5
Charlie Williams,22,8,14,0
Rashidi Barnes,21,6,12,0
Jason Bostic,21,5,16,0
Keith Burns,21,2,15,0
George Coghill,21,2,19,0
Don Davis,21,8,10,0
Jared DeVries,21,8,11,0
Ronnie Heard,21,3,17,2
Raion Hill,21,2,19,0
Frankie Smith,21,3,17,2
Travian Smith,21,7,8,0
Mike Thompson,21,7,11,1
Artie Ulmer,21,7,13,1
Marcus Washington,21,6,10,2
Steve White,21,7,11,2
Michael Booker,20,4,16,0
Danny Clark,20,1,17,0
Rod Coleman,20,4,12,6
Tony Darden,20,2,17,0
Erik Flowers,20,9,8,2
James Folston,20,1,16,2
Anthony Malbrough,20,0,18,0
Kevin Mitchell,20,1,19,1
Tyrone Rogers,20,4,12,2
Allen Rossum,20,5,9,0
Joe Salave'a,20,4,13,4
Sekou Sanyika,20,6,10,0
Jacoby Shepherd,20,1,16,0
Joel Smeenge,20,2,16,6
Jerald Sowell,20,4,16,0
Ike Charlton,19,4,12,0
Eric Johnson,19,4,13,0
James Logan,19,3,13,0
Mark Maddox,19,3,11,1.5
Anthony Parker,19,3,15,0
Reggie Stephens,19,3,13,0
Steve Tovar,19,1,16,0
Reinard Wilson,19,6,11,3
Billy Austin,18,3,11,0
Jim Finn,18,7,9,0
Trent Gamble,18,5,11,0
Larry Izzo,18,3,15,0
Clint Kriewaldt,18,2,16,0
Tony McCoy,18,6,4,0
George McCullough,18,2,14,0
Barry Minter,18,5,8,0
Twan Russell,18,4,13,0
Lewis Sanders,18,7,10,0
Corey Sears,18,9,4,0
Larry Smith,18,4,11,0
Mark Thomas,18,5,10,5
Ratcliff Thomas,18,4,10,0
Keith Washington,18,7,8,0
Vaughn Booker,17,4,11,0
Donovan Greer,17,6,9,0
Lenoy Jones,17,6,11,2.5
Leon Lett,17,3,12,2.5
Rob Meier,17,3,13,0.5
Mustafah Muhammad,17,2,15,0
Greg Myers,17,2,14,0
Ike Reese,17,2,10,0
Wasswa Serwanga,17,0,16,0
Scott Shields,17,4,10,0
Greg Spires,17,5,9,6
Glen Steele,17,4,12,2
Chris Sullivan,17,9,6,0
Scott Turner,17,0,15,0
Dimitrius Underwood,17,6,11,4
Chris Walsh,17,2,14,0
Shawn Wooden,17,4,10,0
Peppi Zellner,17,4,13,2
Larry Chester,16,6,7,2.5
James Darling,16,4,12,0.5
Anthony Davis,16,3,11,0
Adrian Dingle,16,2,10,2.5
David Dunn,16,2,14,0
Greg Jeffries,16,3,13,0
Fred Jones,16,3,11,1
Kenard Lang,16,0,15,3
Chris Oldham,16,4,9,2
Kelvin Pritchett,16,8,8,2.5
Mark Roman,16,1,14,0
Reggie White,16,1,13,5.5
John Abraham,15,4,11,4.5
Lamar Chapman,15,0,14,0
D'Marco Farr,15,4,6,1
Lemanski Hall,15,2,11,0
Jabari Issa,15,4,8,1
Terry Jackson,15,4,10,0
Cedric Killings,15,5,9,3
Kareem Larrimore,15,4,10,0
Jonas Lewis,15,4,11,0
Anthony Mitchell,15,2,13,0
Mike Morton,15,7,8,0
Tarek Saleh,15,2,12,0
Harold Shaw,15,3,7,0
Erik Storz,15,3,11,0
Darrick Vaughn,15,1,11,0
Mike Vrabel,15,4,10,1
Kevin Williams,15,7,5,0
Marcus Bell,14,2,10,0
Canute Curtis,14,2,12,2
Greg Jones,14,2,12,1
Matt LaBounty,14,4,7,0.5
Fred McCrary,14,0,14,0
Corey Moore,14,4,7,1
Rabih Abdullah,13,2,10,0
David Barrett,13,3,10,0
Fabien Bownes,13,3,10,0
Calvin Branch,13,2,11,0
Scott Galyon,13,1,10,0
Darrien Gordon,13,1,10,0
Orantes Grant,13,0,13,0
Richard Huntley,13,1,10,0
Rob Kelly,13,1,11,0
Terry Killens,13,0,11,1
Steve Martin,13,5,7,0
Arnold Miller,13,1,10,1.5
Kory Minor,13,1,11,0
Rob Morris,13,3,7,0
Kevin O'Neill,13,4,9,0
Reggie Rusk,13,0,13,1
Brad Scioli,13,3,6,2
Mike Sellers,13,1,11,0
Andre Wadsworth,13,3,8,1
Bracy Walker,13,2,9,0
Moe Williams,13,4,9,0
Michael Bates,12,1,10,0
Lorenzo Bromell,12,1,8,2
Billy Davis,12,0,11,0
Nick Ferguson,12,4,7,0
Michael Hawthorne,12,1,9,0
MarTay Jenkins,12,2,9,0
Maurice Kelly,12,3,7,0
Travis Kirschke,12,8,3,0.5
Sean Moran,12,4,8,2
Aric Morris,12,1,10,0
Sammy Morris,12,2,10,0
Harold Morrow,12,4,7,0
Bobby Myers,12,1,9,0
Jason Peter,12,1,10,2
Montae Reagor,12,2,8,2
Damien Richardson,12,2,9,0
Shannon Taylor,12,1,11,0
Corey Atkins,11,1,8,0
Antonio Banks,11,0,10,0
Tom Barndt,11,5,5,0
O.J. Brigance,11,2,8,0
Chris Coleman,11,3,8,0
David Gibson,11,1,8,0
Nate Hobgood-Chittick,11,5,5,1
Brad Jackson,11,0,9,0
Garrett Johnson,11,5,5,0
Donta Jones,11,1,9,0
Kenoy Kennedy,11,3,8,0
Billy Lyon,11,4,7,1
Mike Mohring,11,2,8,0
Hank Poteat,11,2,7,0
Cory Schlesinger,11,0,11,0
Matt Snider,11,2,8,0
Marcus Spriggs,11,1,10,2
Eric Vance,11,2,9,0
Kwame Cavil,10,1,8,0
Frank Chamberlin,10,2,8,0
Lional Dalton,10,1,9,0
Keith Embray,10,3,7,3.5
Billy Granville,10,2,8,0
Damon Griffin,10,2,8,0
Antwan Harris,10,2,5,1
Chris Hetherington,10,2,8,0
Brad Hoover,10,2,8,0
Greg Jackson,10,0,9,0
Raymond Jackson,10,1,8,0
Mike Lodish,10,1,7,0
Keith Miller,10,3,6,0
Andre O'Neal,10,1,9,0
Larry Parker,10,0,8,0
Gary Stills,10,0,8,0
Eric Swann,10,0,9,1
David Terrell,10,1,9,0
Chris Thomas,10,1,7,0
Jeff Thomason,10,3,6,0
Tyrone M. Williams,10,2,6,1.5
Troy Wilson,10,0,9,1
Jason Wiltz,10,3,4,1
Brian Young,10,4,5,0
Junior Bryant,9,0,7,0
Thabiti Davis,9,1,5,0
Mario Edwards,9,0,9,0
Larry Foster,9,1,8,0
Kabeer Gbaja-Biamila,9,1,7,1.5
Ron George,9,2,7,0
Toby Gowin,9,0,9,0
Ray Green,9,1,8,0
Harald Hasselbach,9,2,7,2.5
Tony Horne,9,0,8,0
Deon Humphrey,9,1,7,0
Olrick Johnson,9,1,8,0
Fred McAfee,9,0,9,0
Alvin McKinley,9,0,9,0
Brian Mitchell,9,3,5,0
Gabe Northern,9,4,3,0
Brock Olivo,9,0,6,0
Craig Sauer,9,0,7,0
Brian Simmons,9,2,6,1
Jeremy Staat,9,5,2,0
Omar Stoutmire,9,0,5,0
Rodney Thomas,9,0,8,0
Van Tuinei,9,3,6,1
Robert Wilson,9,0,9,0
Amos Zereoue,9,1,8,0
Larry Atkins,8,0,6,0
Eric Barton,8,2,4,0
Brandon Bennett,8,0,6,0
Dorian Boose,8,3,5,0
Chris Brazzell,8,2,6,0
Macey Brooks,8,3,4,0
Glenn Cadrez,8,0,8,0
Johndale Carty,8,0,6,0
Kendrick Clancy,8,3,4,0
Rashard Cook,8,2,6,0
Terry Cousin,8,0,8,0
Zack Crockett,8,0,6,0
Shane Dronett,8,1,7,1
Chris Gizzi,8,1,7,0
Karl Hankton,8,1,6,0
Steve Heiden,8,0,8,0
Randy Jordan,8,0,7,0
N. D. Kalu,8,2,4,1
Ray McElroy,8,0,6,0
Jerry Porter,8,2,4,0
Khari Samuel,8,2,6,0
Todd Sauerbrun,8,0,6,0
Tony Scott,8,2,4,0
Tai Streets,8,1,7,0
Edward Thomas,8,0,7,0
Brad Banta,7,0,5,0
James Cannida,7,2,5,2
Je'Rod Cherry,7,0,6,0
Laveranues Coles,7,0,5,0
Gary Downs,7,2,5,0
Uhuru Hamiter,7,2,5,0
William Henderson,7,1,5,0
Ray Hill,7,3,2,0
Brian Jennings,7,1,6,0
Leif Larsen,7,1,2,1
Erik Olson,7,2,4,0
Deltha O'Neal,7,0,7,0
De'Mond Parker,7,0,7,0
Bernie Parmalee,7,1,6,0
Bryce Paup,7,1,4,2
Darryl Pounds,7,1,6,0
Justin Snow,7,0,5,0
Shyrone Stith,7,0,7,0
Tim Terry,7,0,5,0
Hines Ward,7,1,5,0
Justin Watson,7,1,5,0
Jimmy Wyrick,7,3,4,0
Ethan Albright,6,0,6,0
Tony Carter,6,1,5,0
Bob Christian,6,0,6,0
Chris Cole,6,2,4,0
Brad Culpepper,6,2,3,1
Tim Denton,6,1,5,0
Troy Edwards,6,0,6,0
Terrell Fletcher,6,0,6,0
Chris Floyd,6,0,5,0
Reggie Givens,6,2,4,0
Phil Glover,6,1,4,0
Darrell Jackson,6,0,6,0
Tyoka Jackson,6,2,4,2
Reggie Jones,6,0,6,0
Antony Jordan,6,1,4,0
Dustin Lyman,6,1,5,0
Lonnie Marts,6,1,4,0
Billy Miller,6,1,5,0
Robaire Smith,6,1,4,2.5
Aaron Stecker,6,1,4,0
Dwight Stone,6,1,5,0
Corey Terry,6,1,5,0
Floyd Young,6,1,5,0
Kenny Bynum,5,0,5,0
Nakia Codie,5,0,4,0
Greg Comella,5,0,4,0
Albert Connell,5,0,5,0
Shockmain Davis,5,0,5,0
Ken Dilger,5,0,4,0
Tyronne Drakeford,5,2,3,0
Kevin Faulk,5,0,5,0
Mondriel Fulcher,5,0,3,0
Jack Golden,5,3,1,0
Deveron Harper,5,0,4,0
Nolan Harrison,5,1,4,1
Tommy Hendricks,5,1,3,0
Torry Holt,5,0,5,0
Ryan Kuehl,5,1,4,0
Emarlos Leroy,5,0,5,0
Patrick Mannelly,5,1,4,0
Curtis Martin,5,0,5,0
John Milem,5,2,2,0
Brian Milne,5,1,4,0
Jerald Moore,5,0,5,0
Don Morgan,5,2,3,0
Daimon Shelton,5,1,2,0
Brandon Short,5,0,5,0
Detron Smith,5,0,5,0
Fernando Smith,5,2,1,0
Maurice Smith,5,2,3,0
Neil Smith,5,0,2,0
Paul Spicer,5,1,4,1
Barron Tanner,5,0,3,0
Donnel Thompson,5,0,5,0
Steve Warren,5,0,4,0
Peter Warrick,5,0,5,0
Larry Webster,5,1,4,0
Jermaine Williams,5,1,4,0
Todd Yoder,5,2,3,0
Chris Akins,4,0,3,0
Taje Allen,4,0,4,0
Mike Bartrum,4,2,2,0
Mario Bates,4,1,3,0
Tommy Bennett,4,1,2,0
David Boston,4,0,3,0
Jeremy Brigham,4,0,3,0
J.B. Brown,4,1,3,0
Chester Burnett,4,0,3,0
Matt Campbell,4,0,4,0
Byron Chamberlain,4,1,3,0
Steve Christie,4,1,3,0
J.P. Darche,4,1,3,0
Reggie Davis,4,0,2,0
Ron Dixon,4,0,4,0
Dameane Douglas,4,1,3,0
Todd Franz,4,0,4,0
Irving Fryar,4,0,4,0
Chris Fuamatu-Ma'afala,4,1,2,0
Ahman Green,4,0,4,0
Barrett Green,4,0,3,0
Ryan Hale,4,1,0,0
John Hall,4,2,1,0
Jackie Harris,4,0,4,0
Armon Hatcher,4,0,4,0
Duane Hawthorne,4,0,4,0
Shawn Jefferson,4,0,4,0
Keyshawn Johnson,4,0,4,0
Trey Junkin,4,2,2,0
Danny Kight,4,1,3,0
Jonathan Linton,4,0,4,0
Dennis McKinley,4,2,2,0
Jason Moore,4,0,4,0
Robert Newkirk,4,0,3,0
Jake Plummer,4,1,3,0
DaShon Polk,4,1,2,0
Stanley Pritchett,4,0,4,0
John Reeves,4,1,3,0
Marco Rivera,4,0,4,0
Chris Sanders,4,0,4,0
Frank Sanders,4,0,4,0
Brad St. Louis,4,0,3,0
Jason Suttle,4,0,4,0
Sam Sword,4,0,3,0
Henry Taylor,4,0,2,0
