Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Speedy Duncan,6.3,3,19,0,0,0,11,0,0
Bill Cahill,6.2,10,62,0,0,0,15,1,0
Larry Brunson,5.8,19,111,0,0,0,29,2,0
Golden Richards,5.7,13,74,0,0,0,15,4,0
Ike Hill,5.6,33,183,0,0,0,15,2,0
Bob Hayes,5.5,2,11,0,0,0,6,0,0
Pete Van Valkenburg,5.5,4,22,0,0,0,14,0,0
Charlie West,5.3,6,32,0,0,0,9,0,0
Mike Holmes,5,9,45,0,0,0,22,0,0
Steve Schubert,5,3,15,0,0,0,11,2,0
Dick Gordon,4.9,8,39,0,0,0,12,3,0
Doug Kotar,4.7,3,14,0,0,0,11,0,0
Woody Green,4.2,5,21,0,0,0,8,0,0
Norm Hodgins,4,2,8,0,0,0,8,1,0
Marion Reeves,4,3,12,0,0,0,9,0,0
Bruce Taylor,3.8,10,38,0,0,0,21,2,0
Dick Anderson,3,3,9,0,0,0,6,0,0
Lyle Blackwood,2.9,10,29,0,0,0,11,3,0
Bruce Laird,2.7,11,30,0,0,0,10,0,0
Willie Belton,2,4,8,0,0,0,6,0,0
Ken Stone,2,1,2,0,0,0,2,0,0
Charlie Smith,1.8,4,7,0,0,0,11,0,0
Ernie Jackson,1.5,2,3,0,0,0,3,0,0
Sandy Durko,1,1,1,0,0,0,1,1,0
Ken Ellis,1,3,3,0,0,0,9,0,0
Rex Kern,1,1,1,0,0,0,1,0,0
Rick Volk,1,1,1,0,0,0,1,0,0
Billy Lefear,0.5,2,1,0,0,0,1,0,0
Tony Bertuca,0,1,0,0,0,0,0,0,0
Eddie Brown,0,2,0,0,0,0,0,1,0
Ted Fritsch,0,1,0,0,0,0,0,0,0
Larry Hefner,0,1,0,0,0,0,0,0,0
Eddie Hinton,0,1,0,0,0,0,0,0,0
Rod McNeill,0,1,0,0,0,0,0,0,0
Donnie Joe Morris,0,1,0,0,0,0,0,0,0
Mel Renfro,0,1,0,0,0,0,0,1,0
Henry Stuckey,0,1,0,0,0,0,0,0,0
Jim Tolbert,0,1,0,0,0,0,0,0,0
Eric Torkelson,0,1,0,0,0,0,0,0,0
Wally Hilgenberg,-2,1,-2,0,0,0,-2,0,0
