Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Lorenzo Neal,14,2,28,0,0,0,16,0,0
Jeff Robinson,14,1,14,0,0,0,14,0,0
David Sloan,14,1,14,0,0,0,14,0,0
Chris Walsh,14,3,42,0,0,0,18,0,0
Rod Smith,13.5,4,54,0,0,0,17,0,0
Jamie Asher,13,1,13,0,0,0,13,0,0
Omar Douglas,13,1,13,0,0,0,13,0,1
Mark Higgs,13,2,26,0,0,0,17,0,0
Leroy Hoard,13,1,13,0,0,0,13,0,0
Corey Louchiey,13,1,13,0,0,0,13,0,0
Dennis Lundy,13,3,39,0,0,0,17,0,0
Billy Milner,13,1,13,0,0,0,13,0,0
Chris Penn,13,2,26,0,1,0,25,0,0
Brett Perriman,13,5,65,0,1,0,23,0,0
Kyle Brady,12.5,2,25,0,0,0,14,0,0
Aaron Glenn,12,1,12,0,0,0,12,0,0
Jeff Graham,12,1,12,0,0,0,12,0,0
Ken Irvin,12,1,12,0,0,0,12,0,0
James Jenkins,12,1,12,0,0,0,12,0,0
Fred McAfee,11.2,5,56,0,1,0,25,0,0
Tony Cline,11,1,11,0,0,0,11,0,0
Steve Smith,11,1,11,0,0,0,11,0,0
Tim Tindale,10.3,6,62,0,1,0,20,0,0
Mike Arthur,10,1,10,0,0,0,10,0,0
Gerald Dixon,10,1,10,0,0,0,10,0,0
Oliver Gibson,10,1,10,0,0,0,10,0,0
Kimo von Oelhoffen,10,1,10,0,0,0,10,0,0
Ronnie Williams,10,2,20,0,0,0,12,0,0
Chris Dalman,9.7,3,29,0,0,0,12,0,0
Robert Green,9.7,3,29,0,0,0,19,0,0
Mark Bruener,9.5,2,19,0,0,0,10,0,0
Mike Gisler,9.5,2,19,0,0,0,11,0,1
Rich Griffith,9,1,9,0,0,0,9,0,0
Dan Owens,9,1,9,0,0,0,9,0,0
Jim Schwantz,9,1,9,0,0,0,9,0,0
Tony Carter,8,3,24,0,0,0,9,0,0
Mike Frederick,8,2,16,0,0,0,11,0,0
David Frisch,8,1,8,0,0,0,8,0,0
Charles Way,8,1,8,0,0,0,8,0,0
Joe Valerio,7.5,2,15,0,0,0,13,0,0
Aaron Craver,7.1,7,50,0,0,0,13,0,0
John Burke,7,1,7,0,0,0,7,0,0
Marion Butts,7,2,14,0,0,0,14,0,0
Rupert Grant,7,1,7,0,0,0,7,0,0
Tracy Greene,7,1,7,0,0,0,7,0,0
Matt Vanderbeek,7,1,7,0,0,0,7,0,0
Ricky Ervins,6.4,5,32,0,0,0,14,0,0
Ronnie Harmon,6.2,4,25,0,0,0,9,0,1
Tyji Armstrong,6,1,6,0,0,0,6,0,0
Fred Baxter,6,6,36,0,0,0,12,0,1
Joe Bowden,6,1,6,0,0,0,6,0,0
Irv Smith,6,1,6,0,0,0,6,0,0
Otis Smith,6,1,6,0,0,0,6,0,0
Wesley Walls,6,1,6,0,0,0,6,0,0
Keith Burns,5,1,5,0,0,0,5,0,0
Paul Butcher,5,1,5,0,0,0,5,0,0
Roderick Lewis,5,1,5,0,0,0,5,0,0
Le'Shai Maston,5,1,5,0,0,0,5,0,0
Adrian Murrell,5,1,5,0,0,0,5,0,0
Rob Zatechka,5,1,5,0,0,0,5,0,0
James McKnight,4,1,4,0,0,0,4,0,1
Steve Morrison,3,2,6,0,0,0,6,0,0
James Saxon,3,1,3,0,0,0,3,0,0
Fred McCrary,1,1,1,0,0,0,1,0,0
J.J. McCleskey,0,1,0,0,0,0,0,0,0
Pellom McDaniels,0,1,0,0,0,0,0,0,0
Terry Mickens,0,1,0,0,0,0,0,0,0
Corey Widmer,0,1,0,0,0,0,0,0,0
Andre Collins,-3,1,-3,0,0,0,-3,0,0
Barron Wortham,-3,1,-3,0,0,0,-3,0,0
Tomur Barnes,-4,1,-4,0,0,0,-4,0,0
Scott Radecic,-5,1,-5,0,0,0,-5,0,0
Kendell Watkins,-6,1,-6,0,0,0,-6,0,1
