Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Tom Brady,76,6.9,11,7,63.6,0,0,83.9,3,27.3,1,0,26,0,0
Quinn Gray,76,9.5,8,7,87.5,1,0,145.8,5,62.5,1,0,26,0,0
Brooks Bollinger,71,4.2,17,10,58.8,1,1,63.6,4,23.5,1,0,24,3,22
Chad Henne,67,5.6,12,7,58.3,0,0,74,3,25,0,0,19,0,0
Antwaan Randle El,46,11.5,4,3,75,1,0,152.1,3,75,0,0,18,0,0
Jason Witten,42,42,1,1,100,0,0,118.8,1,100,1,1,42,0,0
Ronnie Brown,41,13.7,3,2,66.7,1,0,149.3,1,33.3,1,0,22,1,8
Jordan Palmer,41,3.4,12,7,58.3,0,2,25.4,4,33.3,0,0,13,2,11
Mark Bradley,37,37,1,1,100,1,0,158.3,1,100,1,0,37,0,0
Mark Clayton,32,32,1,1,100,1,0,158.3,1,100,1,0,32,0,0
Kellen Clemens,26,5.2,5,3,60,0,1,34.2,2,40,0,0,11,0,0
Bruce Gradkowski,26,1.2,21,7,33.3,0,3,2.8,1,4.8,0,0,12,4,18
Kevin O'Connell,23,3.8,6,4,66.7,0,0,73.6,1,16.7,0,0,12,1,2
Drew Henson,20,10,2,1,50,0,0,85.4,1,50,1,0,20,3,25
Brian Moorman,19,19,1,1,100,1,0,158.3,1,100,0,0,19,0,0
Patrick Ramsey,19,6.3,3,2,66.7,0,0,84,1,33.3,0,0,10,1,5
Brad Smith,18,9,2,1,50,0,0,81.2,0,0,0,0,18,0,0
Jerheme Urban,18,18,1,1,100,0,0,118.8,1,100,0,0,18,0,0
Dane Looker,17,5.7,3,2,66.7,0,0,81.2,0,0,0,0,11,1,0
Dirk Johnson,10,10,1,1,100,0,0,108.3,0,0,0,0,10,0,0
Michael Bush,8,4,2,1,50,0,0,60.4,1,50,0,0,8,0,0
Josh Cribbs,8,2,4,1,25,0,0,39.6,1,25,0,0,8,0,0
Chris Simms,7,3.5,2,1,50,0,0,58.3,1,50,0,0,7,1,10
Brock Berlin,6,2,3,1,33.3,0,0,42.4,0,0,0,0,6,0,0
Matt Flynn,6,1.2,5,2,40,0,0,47.9,0,0,0,0,3,0,0
Marques Hagans,5,5,1,1,100,0,0,87.5,0,0,0,0,5,1,1
Larry Johnson,4,4,1,1,100,1,0,122.9,1,100,0,0,4,0,0
Chester Taylor,4,4,1,1,100,1,0,122.9,1,100,0,0,4,0,0
Marques Tuiasosopo,4,2,2,1,50,0,0,56.2,0,0,0,0,4,2,16
Dennis Dixon,3,3,1,1,100,0,0,79.2,0,0,0,0,3,0,0
Earnest Graham,3,3,1,1,100,1,0,118.8,1,100,0,0,3,0,0
J.J. Arrington,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Isaac Bruce,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dustin Colquitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Crayton,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dante Hall,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
DeSean Jackson,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Donnie Jones,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Cleo Lemon,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Brad Maynard,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Luke McCown,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Darren McFadden,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lance Moore,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Sidney Rice,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Eddie Royal,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Matt Turk,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ricky Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kevin Faulk,-2,-2,1,1,100,0,0,79.2,0,0,0,0,-2,0,0
